OriginCoilResistance;OriginContactGap;PistonPressure;Result;DebugMinPressure;DebugMaxPressure
207;59;13.53864734299517;Ok;12.826086956521738;14.251207729468598
212;24;5.377358490566038;Ok;5.09433962264151;5.660377358490566
188;43;10.86436170212766;Ok;10.292553191489361;11.436170212765957
225;42;8.866666666666667;Ok;8.4;9.333333333333334
184;55;14.19836956521739;Ok;13.451086956521738;14.945652173913043
178;25;6.671348314606741;Ok;6.320224719101123;7.022471910112359
213;24;5.352112676056338;Ok;5.070422535211268;5.633802816901408
223;50;10.650224215246636;Ok;10.089686098654708;11.210762331838565
180;34;8.972222222222221;Ok;8.5;9.444444444444445
176;44;11.875;Ok;11.25;12.5
188;59;14.90691489361702;Ok;14.122340425531915;15.691489361702128
174;27;7.370689655172414;Ok;6.982758620689655;7.758620689655173
196;47;11.39030612244898;Ok;10.790816326530612;11.989795918367347
186;38;9.704301075268816;Ok;9.193548387096774;10.21505376344086
202;20;4.702970297029703;Ok;4.455445544554456;4.9504950495049505
213;38;8.474178403755868;Ok;8.028169014084508;8.92018779342723
185;23;5.905405405405405;Ok;5.594594594594595;6.216216216216216
184;51;13.165760869565217;Ok;12.472826086956522;13.858695652173912
189;28;7.037037037037037;Ok;6.666666666666667;7.407407407407407
229;31;6.430131004366812;Ok;6.091703056768559;6.7685589519650655
181;46;12.07182320441989;Ok;11.43646408839779;12.707182320441989
197;36;8.680203045685278;Ok;8.223350253807107;9.137055837563452
206;25;5.764563106796117;Ok;5.461165048543689;6.067961165048544
178;45;12.008426966292134;Ok;11.376404494382022;12.640449438202246
172;39;10.770348837209301;Ok;10.203488372093023;11.337209302325581
227;28;5.859030837004405;Ok;5.5506607929515415;6.167400881057269
203;21;4.913793103448276;Ok;4.655172413793103;5.172413793103448
193;29;7.137305699481866;Ok;6.761658031088083;7.512953367875648
176;55;14.84375;Ok;14.0625;15.625
216;40;8.796296296296298;Ok;8.333333333333334;9.25925925925926
172;36;9.94186046511628;Ok;9.418604651162791;10.465116279069768
217;56;12.258064516129032;Ok;11.612903225806452;12.903225806451612
223;32;6.816143497757848;Ok;6.457399103139013;7.174887892376682
198;42;10.075757575757574;Ok;9.545454545454545;10.606060606060606
227;40;8.370044052863436;Ok;7.929515418502203;8.810572687224669
183;48;12.459016393442624;Ok;11.80327868852459;13.114754098360656
203;48;11.231527093596059;Ok;10.64039408866995;11.822660098522167
183;57;14.795081967213115;Ok;14.01639344262295;15.573770491803279
170;57;15.926470588235293;Ok;15.088235294117647;16.764705882352942
217;31;6.7857142857142865;Ok;6.428571428571429;7.142857142857143
178;56;14.9438202247191;Ok;14.157303370786517;15.730337078651685
175;52;14.114285714285714;Ok;13.371428571428572;14.857142857142858
223;21;4.473094170403588;Ok;4.237668161434978;4.708520179372197
219;34;7.3744292237442925;Ok;6.986301369863014;7.762557077625571
213;43;9.589201877934272;Ok;9.084507042253522;10.093896713615024
202;58;13.638613861386139;Ok;12.92079207920792;14.356435643564357
175;20;5.428571428571429;Ok;5.142857142857143;5.714285714285714
215;39;8.616279069767442;Ok;8.162790697674419;9.069767441860465
191;56;13.926701570680628;Ok;13.193717277486911;14.659685863874346
176;23;6.207386363636363;Ok;5.880681818181818;6.534090909090909
172;55;15.188953488372093;Ok;14.38953488372093;15.988372093023257
178;51;13.609550561797754;Ok;12.893258426966293;14.325842696629213
174;25;6.824712643678161;Ok;6.4655172413793105;7.183908045977011
214;44;9.766355140186917;Ok;9.25233644859813;10.280373831775702
217;32;7.0046082949308754;Ok;6.635944700460829;7.373271889400922
209;30;6.818181818181818;Ok;6.45933014354067;7.177033492822966
181;22;5.773480662983426;Ok;5.469613259668508;6.077348066298343
204;38;8.848039215686274;Ok;8.382352941176471;9.313725490196079
173;20;5.491329479768787;Ok;5.202312138728324;5.780346820809249
182;42;10.961538461538462;Ok;10.384615384615385;11.538461538461538
206;38;8.762135922330097;Ok;8.300970873786408;9.223300970873787
208;52;11.875;Ok;11.25;12.5
209;41;9.318181818181818;Ok;8.82775119617225;9.808612440191387
221;25;5.373303167420815;Ok;5.090497737556561;5.656108597285068
181;39;10.234806629834253;Ok;9.696132596685082;10.773480662983426
184;26;6.711956521739131;Ok;6.358695652173913;7.065217391304348
181;20;5.248618784530387;Ok;4.972375690607735;5.524861878453039
193;47;11.567357512953368;Ok;10.958549222797927;12.176165803108809
179;26;6.899441340782123;Ok;6.5363128491620115;7.262569832402234
176;54;14.573863636363637;Ok;13.806818181818182;15.340909090909092
208;27;6.165865384615385;Ok;5.841346153846154;6.490384615384615
225;36;7.6;Ok;7.2;8
210;43;9.726190476190474;Ok;9.214285714285714;10.238095238095237
170;41;11.455882352941178;Ok;10.852941176470589;12.058823529411764
173;47;12.904624277456648;Ok;12.22543352601156;13.583815028901734
194;50;12.242268041237114;Ok;11.597938144329897;12.88659793814433
178;40;10.674157303370787;Ok;10.112359550561798;11.235955056179776
175;34;9.228571428571428;Ok;8.742857142857142;9.714285714285714
187;26;6.60427807486631;Ok;6.25668449197861;6.951871657754011
222;41;8.772522522522522;Ok;8.31081081081081;9.234234234234235
223;27;5.751121076233185;Ok;5.448430493273543;6.053811659192825
228;20;4.166666666666667;Ok;3.9473684210526314;4.385964912280702
216;52;11.435185185185185;Ok;10.833333333333334;12.037037037037036
199;29;6.922110552763819;Ok;6.557788944723618;7.28643216080402
214;26;5.771028037383178;Ok;5.4672897196261685;6.074766355140187
186;53;13.53494623655914;Ok;12.82258064516129;14.24731182795699
213;23;5.129107981220658;Ok;4.859154929577465;5.39906103286385
195;32;7.794871794871795;Ok;7.384615384615385;8.205128205128204
178;59;15.74438202247191;Ok;14.915730337078651;16.573033707865168
186;59;15.067204301075268;Ok;14.274193548387096;15.86021505376344
191;33;8.206806282722512;Ok;7.774869109947644;8.638743455497382
227;31;6.486784140969164;Ok;6.145374449339207;6.828193832599119
202;59;13.873762376237623;Ok;13.143564356435643;14.603960396039604
190;55;13.75;Ok;13.026315789473685;14.473684210526315
184;22;5.679347826086957;Ok;5.380434782608695;5.978260869565218
223;20;4.260089686098654;Ok;4.0358744394618835;4.484304932735426
175;46;12.485714285714286;Ok;11.82857142857143;13.142857142857142
177;57;15.296610169491526;Ok;14.491525423728813;16.10169491525424
212;36;8.066037735849058;Ok;7.6415094339622645;8.49056603773585
188;22;5.558510638297872;Ok;5.26595744680851;5.851063829787234
182;28;7.307692307692308;Ok;6.923076923076923;7.6923076923076925
177;53;14.22316384180791;Ok;13.474576271186441;14.971751412429379
194;43;10.528350515463917;Ok;9.974226804123711;11.082474226804123
182;28;7.307692307692308;Ok;6.923076923076923;7.6923076923076925
171;26;7.222222222222222;Ok;6.842105263157895;7.60233918128655
192;45;11.1328125;Ok;10.546875;11.71875
211;46;10.355450236966824;Ok;9.810426540284361;10.90047393364929
185;38;9.756756756756758;Ok;9.243243243243244;10.27027027027027
229;36;7.467248908296943;Ok;7.074235807860262;7.860262008733624
201;22;5.199004975124378;Ok;4.925373134328358;5.472636815920398
200;42;9.975;Ok;9.45;10.5
181;25;6.560773480662983;Ok;6.2154696132596685;6.906077348066298
177;51;13.686440677966102;Ok;12.966101694915254;14.40677966101695
186;58;14.811827956989248;Ok;14.03225806451613;15.591397849462366
209;59;13.40909090909091;Ok;12.703349282296651;14.114832535885167
216;56;12.314814814814815;Ok;11.666666666666666;12.962962962962964
193;59;14.520725388601036;Ok;13.756476683937823;15.284974093264248
191;50;12.434554973821989;Ok;11.780104712041885;13.089005235602095
224;24;5.0892857142857135;Ok;4.821428571428571;5.357142857142857
171;30;8.333333333333334;Ok;7.894736842105263;8.771929824561404
214;20;4.4392523364485985;Ok;4.205607476635514;4.672897196261682
201;45;10.634328358208954;Ok;10.074626865671641;11.194029850746269
173;27;7.413294797687861;Ok;7.023121387283237;7.803468208092486
202;47;11.051980198019802;Ok;10.470297029702971;11.633663366336634
204;43;10.012254901960784;Ok;9.485294117647058;10.53921568627451
188;48;12.127659574468085;Ok;11.48936170212766;12.76595744680851
185;34;8.72972972972973;Ok;8.27027027027027;9.18918918918919
210;57;12.892857142857142;Ok;12.214285714285714;13.571428571428571
205;27;6.2560975609756095;Ok;5.926829268292683;6.585365853658536
201;58;13.706467661691542;Ok;12.985074626865671;14.427860696517413
215;20;4.418604651162791;Ok;4.186046511627907;4.651162790697675
192;58;14.348958333333332;Ok;13.59375;15.104166666666666
221;40;8.597285067873303;Ok;8.144796380090497;9.049773755656108
190;27;6.75;Ok;6.394736842105263;7.105263157894737
198;53;12.714646464646464;Ok;12.045454545454545;13.383838383838384
186;21;5.362903225806452;Ok;5.080645161290323;5.645161290322581
197;38;9.16243654822335;Ok;8.680203045685278;9.644670050761421
191;30;7.460732984293193;Ok;7.0680628272251305;7.853403141361256
189;40;10.052910052910054;Ok;9.523809523809524;10.582010582010582
175;56;15.2;Ok;14.4;16
211;35;7.879146919431279;Ok;7.464454976303317;8.293838862559241
179;27;7.164804469273744;Ok;6.787709497206704;7.5418994413407825
214;25;5.549065420560748;Ok;5.257009345794392;5.841121495327103
175;45;12.214285714285715;Ok;11.571428571428571;12.857142857142858
173;27;7.413294797687861;Ok;7.023121387283237;7.803468208092486
226;57;11.98008849557522;Ok;11.349557522123893;12.610619469026549
198;45;10.795454545454545;Ok;10.227272727272727;11.363636363636363
217;32;7.0046082949308754;Ok;6.635944700460829;7.373271889400922
221;43;9.242081447963802;Ok;8.755656108597286;9.728506787330316
173;35;9.609826589595375;Ok;9.104046242774567;10.115606936416185
200;45;10.6875;Ok;10.125;11.25
210;37;8.36904761904762;Ok;7.928571428571429;8.80952380952381
195;38;9.256410256410255;Ok;8.76923076923077;9.743589743589743
183;59;15.314207650273225;Ok;14.508196721311476;16.120218579234972
226;47;9.878318584070797;Ok;9.358407079646017;10.398230088495575
179;54;14.329608938547487;Ok;13.575418994413408;15.083798882681565
172;38;10.49418604651163;Ok;9.94186046511628;11.046511627906977
214;56;12.429906542056075;Ok;11.77570093457944;13.08411214953271
215;25;5.523255813953488;Ok;5.232558139534884;5.813953488372093
171;47;13.055555555555555;Ok;12.368421052631579;13.742690058479532
197;46;11.091370558375635;Ok;10.50761421319797;11.6751269035533
226;59;12.400442477876105;Ok;11.747787610619469;13.053097345132743
213;48;10.704225352112676;Ok;10.140845070422536;11.267605633802816
217;42;9.193548387096774;Ok;8.709677419354838;9.67741935483871
196;50;12.11734693877551;Ok;11.479591836734693;12.755102040816327
225;52;10.977777777777778;Ok;10.4;11.555555555555555
203;55;12.869458128078819;Ok;12.192118226600986;13.54679802955665
188;25;6.316489361702128;Ok;5.98404255319149;6.648936170212766
228;33;6.875;Ok;6.5131578947368425;7.2368421052631575
195;50;12.179487179487179;Ok;11.538461538461538;12.820512820512821
171;41;11.38888888888889;Ok;10.789473684210526;11.988304093567251
212;39;8.73820754716981;Ok;8.278301886792454;9.19811320754717
196;36;8.724489795918368;Ok;8.26530612244898;9.183673469387756
177;40;10.73446327683616;Ok;10.169491525423728;11.299435028248588
213;54;12.04225352112676;Ok;11.408450704225352;12.67605633802817
205;47;10.890243902439025;Ok;10.317073170731707;11.463414634146341
172;22;6.075581395348837;Ok;5.755813953488372;6.395348837209302
201;41;9.689054726368159;Ok;9.17910447761194;10.199004975124378
190;56;14;Ok;13.263157894736842;14.736842105263158
224;31;6.5736607142857135;Ok;6.227678571428571;6.919642857142857
191;47;11.68848167539267;Ok;11.073298429319372;12.303664921465968
171;29;8.055555555555555;Ok;7.631578947368421;8.47953216374269
221;22;4.728506787330317;Ok;4.479638009049774;4.97737556561086
188;28;7.074468085106383;Ok;6.702127659574468;7.446808510638298
225;44;9.28888888888889;Ok;8.8;9.777777777777779
184;34;8.777173913043478;Ok;8.315217391304348;9.23913043478261
178;30;8.00561797752809;Ok;7.584269662921348;8.426966292134832
197;36;8.680203045685278;Ok;8.223350253807107;9.137055837563452
180;32;8.444444444444445;Ok;8;8.88888888888889
172;57;15.74127906976744;Ok;14.912790697674419;16.569767441860463
207;56;12.85024154589372;Ok;12.173913043478262;13.526570048309178
227;33;6.905286343612335;Ok;6.541850220264317;7.2687224669603525
203;44;10.295566502463053;Ok;9.753694581280788;10.83743842364532
225;57;12.033333333333333;Ok;11.4;12.666666666666666
202;26;6.113861386138614;Ok;5.792079207920792;6.435643564356436
192;29;7.174479166666666;Ok;6.796875;7.552083333333333
177;34;9.124293785310734;Ok;8.64406779661017;9.6045197740113
177;22;5.903954802259888;Ok;5.593220338983051;6.214689265536723
184;26;6.711956521739131;Ok;6.358695652173913;7.065217391304348
214;44;9.766355140186917;Ok;9.25233644859813;10.280373831775702
198;45;10.795454545454545;Ok;10.227272727272727;11.363636363636363
207;49;11.243961352657005;Ok;10.652173913043478;11.83574879227053
194;28;6.855670103092784;Ok;6.494845360824742;7.216494845360825
227;47;9.834801762114537;Ok;9.317180616740089;10.352422907488986
210;20;4.523809523809524;Ok;4.285714285714286;4.761904761904762
180;24;6.333333333333334;Ok;6;6.666666666666667
221;23;4.9434389140271495;Ok;4.683257918552036;5.203619909502263
172;54;14.912790697674417;Ok;14.127906976744185;15.69767441860465
175;59;16.014285714285712;Ok;15.17142857142857;16.857142857142858
178;27;7.205056179775281;Ok;6.825842696629214;7.584269662921348
180;58;15.305555555555555;Ok;14.5;16.11111111111111
209;48;10.90909090909091;Ok;10.334928229665072;11.483253588516746
171;49;13.61111111111111;Ok;12.894736842105264;14.32748538011696
181;27;7.085635359116022;Ok;6.712707182320442;7.458563535911602
195;20;4.871794871794872;Ok;4.615384615384615;5.128205128205129
181;26;6.823204419889503;Ok;6.464088397790055;7.18232044198895
186;38;9.704301075268816;Ok;9.193548387096774;10.21505376344086
218;44;9.587155963302752;Ok;9.082568807339449;10.091743119266056
215;41;9.05813953488372;Ok;8.581395348837209;9.534883720930232
216;43;9.456018518518519;Ok;8.958333333333334;9.953703703703704
199;30;7.160804020100503;Ok;6.78391959798995;7.5376884422110555
219;45;9.76027397260274;Ok;9.246575342465754;10.273972602739725
187;45;11.43048128342246;Ok;10.828877005347593;12.032085561497325
179;59;15.656424581005588;Ok;14.832402234636872;16.480446927374302
204;31;7.2181372549019605;Ok;6.838235294117647;7.598039215686274
180;50;13.194444444444445;Ok;12.5;13.88888888888889
179;28;7.430167597765363;Ok;7.039106145251397;7.82122905027933
209;27;6.136363636363637;Ok;5.813397129186603;6.45933014354067
187;32;8.128342245989305;Ok;7.7005347593582885;8.556149732620321
197;39;9.403553299492385;Ok;8.908629441624365;9.898477157360405
221;40;8.597285067873303;Ok;8.144796380090497;9.049773755656108
182;47;12.266483516483516;Ok;11.62087912087912;12.912087912087912
219;41;8.89269406392694;Ok;8.424657534246576;9.360730593607306
203;31;7.253694581280788;Ok;6.87192118226601;7.635467980295567
223;48;10.22421524663677;Ok;9.68609865470852;10.762331838565023
211;41;9.229857819905213;Ok;8.744075829383887;9.71563981042654
223;22;4.68609865470852;Ok;4.439461883408072;4.932735426008969
210;26;5.880952380952381;Ok;5.571428571428571;6.190476190476191
180;53;13.98611111111111;Ok;13.25;14.722222222222221
226;44;9.247787610619469;Ok;8.761061946902656;9.734513274336283
223;51;10.86322869955157;Ok;10.291479820627803;11.434977578475337
173;55;15.101156069364162;Ok;14.306358381502891;15.895953757225433
220;56;12.09090909090909;Ok;11.454545454545455;12.727272727272727
212;54;12.099056603773585;Ok;11.462264150943396;12.735849056603774
221;58;12.46606334841629;Ok;11.809954751131222;13.122171945701357
206;59;13.604368932038835;Ok;12.888349514563107;14.320388349514563
186;47;12.002688172043012;Ok;11.370967741935484;12.634408602150538
211;56;12.606635071090047;Ok;11.943127962085308;13.270142180094787
176;32;8.636363636363637;Ok;8.181818181818182;9.090909090909092
218;54;11.76605504587156;Ok;11.146788990825687;12.385321100917432
222;45;9.628378378378379;Ok;9.121621621621621;10.135135135135135
203;46;10.763546798029557;Ok;10.19704433497537;11.330049261083744
213;36;8.028169014084506;Ok;7.605633802816901;8.450704225352112
211;35;7.879146919431279;Ok;7.464454976303317;8.293838862559241
194;33;8.079896907216495;Ok;7.654639175257732;8.505154639175258
193;33;8.121761658031089;Ok;7.694300518134715;8.549222797927461
227;37;7.742290748898679;Ok;7.334801762114537;8.14977973568282
213;49;10.927230046948356;Ok;10.352112676056338;11.502347417840376
207;56;12.85024154589372;Ok;12.173913043478262;13.526570048309178
215;35;7.732558139534884;Ok;7.325581395348837;8.13953488372093
222;27;5.777027027027026;Ok;5.472972972972973;6.081081081081081
214;54;11.985981308411215;Ok;11.355140186915888;12.616822429906541
190;27;6.75;Ok;6.394736842105263;7.105263157894737
205;34;7.878048780487806;Ok;7.463414634146342;8.292682926829269
182;36;9.395604395604396;Ok;8.901098901098901;9.89010989010989
198;53;12.714646464646464;Ok;12.045454545454545;13.383838383838384
225;30;6.333333333333334;Ok;6;6.666666666666667
195;48;11.692307692307693;Ok;11.076923076923077;12.307692307692308
171;26;7.222222222222222;Ok;6.842105263157895;7.60233918128655
214;23;5.105140186915888;Ok;4.836448598130841;5.373831775700935
188;59;14.90691489361702;Ok;14.122340425531915;15.691489361702128
203;51;11.933497536945811;Ok;11.305418719211822;12.561576354679802
199;29;6.922110552763819;Ok;6.557788944723618;7.28643216080402
211;54;12.156398104265403;Ok;11.516587677725118;12.796208530805687
194;50;12.242268041237114;Ok;11.597938144329897;12.88659793814433
191;51;12.68324607329843;Ok;12.015706806282722;13.350785340314136
200;56;13.3;Ok;12.6;14
205;50;11.585365853658537;Ok;10.975609756097562;12.195121951219512
217;52;11.382488479262673;Ok;10.783410138248849;11.981566820276498
212;21;4.705188679245283;Ok;4.4575471698113205;4.952830188679245
204;28;6.519607843137255;Ok;6.176470588235294;6.862745098039215
212;57;12.77122641509434;Ok;12.099056603773585;13.443396226415095
208;28;6.394230769230769;Ok;6.0576923076923075;6.730769230769231
221;22;4.728506787330317;Ok;4.479638009049774;4.97737556561086
190;40;10;Ok;9.473684210526315;10.526315789473685
220;52;11.227272727272727;Ok;10.636363636363637;11.818181818181818
216;56;12.314814814814815;Ok;11.666666666666666;12.962962962962964
208;38;8.677884615384617;Ok;8.221153846153847;9.134615384615385
172;33;9.113372093023255;Ok;8.633720930232558;9.593023255813954
212;42;9.410377358490566;Ok;8.915094339622641;9.90566037735849
223;24;5.112107623318385;Ok;4.84304932735426;5.381165919282512
220;55;11.875;Ok;11.25;12.5
184;26;6.711956521739131;Ok;6.358695652173913;7.065217391304348
212;21;4.705188679245283;Ok;4.4575471698113205;4.952830188679245
198;49;11.755050505050505;Ok;11.136363636363637;12.373737373737374
223;50;10.650224215246636;Ok;10.089686098654708;11.210762331838565
182;52;13.571428571428573;Ok;12.857142857142858;14.285714285714286
224;22;4.665178571428571;Ok;4.419642857142857;4.910714285714286
215;38;8.395348837209301;Ok;7.953488372093023;8.837209302325581
183;29;7.527322404371585;Ok;7.131147540983607;7.923497267759563
203;57;13.33743842364532;Ok;12.635467980295566;14.039408866995075
181;28;7.348066298342541;Ok;6.961325966850829;7.734806629834254
221;49;10.531674208144796;Ok;9.97737556561086;11.085972850678733
190;46;11.5;Ok;10.894736842105264;12.105263157894736
219;50;10.844748858447488;Ok;10.273972602739725;11.415525114155251
177;49;13.149717514124294;Ok;12.457627118644067;13.841807909604519
199;24;5.728643216080402;Ok;5.42713567839196;6.030150753768845
220;57;12.306818181818182;Ok;11.659090909090908;12.954545454545455
178;44;11.741573033707866;Ok;11.123595505617978;12.359550561797754
192;55;13.606770833333332;Ok;12.890625;14.322916666666666
222;43;9.20045045045045;Ok;8.716216216216216;9.684684684684685
203;33;7.72167487684729;Ok;7.315270935960591;8.12807881773399
218;45;9.805045871559631;Ok;9.288990825688073;10.321100917431192
192;36;8.90625;Ok;8.4375;9.375
222;41;8.772522522522522;Ok;8.31081081081081;9.234234234234235
208;47;10.733173076923077;Ok;10.16826923076923;11.298076923076923
226;22;4.623893805309734;Ok;4.380530973451328;4.867256637168142
181;22;5.773480662983426;Ok;5.469613259668508;6.077348066298343
213;56;12.488262910798122;Ok;11.830985915492958;13.145539906103286
187;53;13.462566844919786;Ok;12.754010695187166;14.171122994652407
193;49;12.05958549222798;Ok;11.424870466321243;12.694300518134716
184;52;13.423913043478262;Ok;12.717391304347826;14.130434782608695
178;23;6.1376404494382015;Ok;5.814606741573034;6.46067415730337
179;55;14.594972067039105;Ok;13.8268156424581;15.363128491620111
203;46;10.763546798029557;Ok;10.19704433497537;11.330049261083744
178;55;14.676966292134832;Ok;13.904494382022472;15.44943820224719
170;53;14.808823529411764;Ok;14.029411764705882;15.588235294117647
180;40;10.555555555555555;Ok;10;11.11111111111111
181;39;10.234806629834253;Ok;9.696132596685082;10.773480662983426
172;31;8.561046511627907;Ok;8.11046511627907;9.011627906976743
209;36;8.181818181818182;Ok;7.751196172248804;8.61244019138756
212;28;6.273584905660377;Ok;5.943396226415095;6.60377358490566
197;42;10.126903553299492;Ok;9.593908629441625;10.65989847715736
185;34;8.72972972972973;Ok;8.27027027027027;9.18918918918919
197;30;7.2335025380710665;Ok;6.852791878172589;7.614213197969543
195;41;9.987179487179487;Ok;9.461538461538462;10.512820512820513
215;47;10.383720930232558;Ok;9.837209302325581;10.930232558139535
185;25;6.418918918918919;Ok;6.081081081081081;6.756756756756757
212;43;9.63443396226415;Ok;9.127358490566039;10.141509433962264
198;55;13.194444444444445;Ok;12.5;13.88888888888889
188;55;13.89627659574468;Ok;13.164893617021276;14.627659574468085
170;40;11.176470588235293;Ok;10.588235294117647;11.764705882352942
221;50;10.74660633484163;Ok;10.180995475113122;11.312217194570136
179;48;12.737430167597765;Ok;12.067039106145252;13.40782122905028
200;25;5.9375;Ok;5.625;6.25
213;44;9.812206572769952;Ok;9.295774647887324;10.328638497652582
177;42;11.271186440677965;Ok;10.677966101694915;11.864406779661017
226;46;9.668141592920353;Ok;9.15929203539823;10.176991150442477
228;48;10;Ok;9.473684210526315;10.526315789473685
182;29;7.568681318681319;Ok;7.170329670329671;7.967032967032967
175;47;12.757142857142856;Ok;12.085714285714285;13.428571428571429
214;45;9.988317757009344;Ok;9.462616822429906;10.514018691588785
209;42;9.545454545454545;Ok;9.043062200956937;10.047846889952153
228;39;8.125;Ok;7.697368421052632;8.552631578947368
228;46;9.583333333333334;Ok;9.078947368421053;10.087719298245615
213;47;10.481220657276996;Ok;9.929577464788732;11.032863849765258
183;20;5.191256830601093;Ok;4.918032786885246;5.46448087431694
200;54;12.825;Ok;12.15;13.5
222;41;8.772522522522522;Ok;8.31081081081081;9.234234234234235
186;51;13.024193548387096;Ok;12.338709677419354;13.709677419354838
213;56;12.488262910798122;Ok;11.830985915492958;13.145539906103286
199;42;10.025125628140703;Ok;9.49748743718593;10.552763819095478
211;30;6.753554502369669;Ok;6.398104265402844;7.109004739336493
188;21;5.305851063829786;Ok;5.026595744680851;5.585106382978723
211;53;11.93127962085308;Ok;11.303317535545023;12.559241706161137
207;20;4.5893719806763285;Ok;4.3478260869565215;4.830917874396135
222;53;11.34009009009009;Ok;10.743243243243244;11.936936936936936
175;44;11.942857142857143;Ok;11.314285714285715;12.571428571428571
200;38;9.025;Ok;8.55;9.5
192;40;9.895833333333332;Ok;9.375;10.416666666666666
177;51;13.686440677966102;Ok;12.966101694915254;14.40677966101695
174;42;11.46551724137931;Ok;10.862068965517242;12.068965517241379
175;43;11.67142857142857;Ok;11.057142857142857;12.285714285714286
202;44;10.346534653465348;Ok;9.801980198019802;10.891089108910892
191;52;12.93193717277487;Ok;12.25130890052356;13.612565445026178
178;58;15.477528089887642;Ok;14.662921348314606;16.292134831460675
193;58;14.274611398963732;Ok;13.523316062176166;15.025906735751295
172;59;16.29360465116279;Ok;15.436046511627907;17.151162790697676
226;27;5.674778761061948;Ok;5.376106194690266;5.9734513274336285
182;38;9.917582417582418;Ok;9.395604395604396;10.43956043956044
224;57;12.087053571428573;Ok;11.450892857142858;12.723214285714286
229;25;5.185589519650655;Ok;4.9126637554585155;5.458515283842795
223;45;9.585201793721973;Ok;9.080717488789238;10.089686098654708
217;47;10.288018433179722;Ok;9.746543778801843;10.829493087557603
213;54;12.04225352112676;Ok;11.408450704225352;12.67605633802817
227;31;6.486784140969164;Ok;6.145374449339207;6.828193832599119
184;51;13.165760869565217;Ok;12.472826086956522;13.858695652173912
178;38;10.140449438202246;Ok;9.606741573033707;10.674157303370787
216;57;12.534722222222221;Ok;11.875;13.194444444444445
229;48;9.956331877729259;Ok;9.43231441048035;10.480349344978166
227;50;10.462555066079295;Ok;9.911894273127754;11.013215859030836
208;53;12.103365384615383;Ok;11.466346153846153;12.740384615384615
175;34;9.228571428571428;Ok;8.742857142857142;9.714285714285714
204;55;12.806372549019608;Ok;12.132352941176471;13.480392156862745
194;27;6.610824742268042;Ok;6.262886597938144;6.958762886597938
187;38;9.6524064171123;Ok;9.144385026737968;10.16042780748663
177;36;9.661016949152543;Ok;9.152542372881356;10.169491525423728
209;33;7.5;Ok;7.105263157894737;7.894736842105263
192;47;11.627604166666668;Ok;11.015625;12.239583333333334
224;37;7.845982142857142;Ok;7.433035714285714;8.258928571428571
184;59;15.230978260869566;Ok;14.429347826086957;16.032608695652176
193;40;9.844559585492227;Ok;9.32642487046632;10.362694300518134
212;56;12.547169811320755;Ok;11.88679245283019;13.20754716981132
174;49;13.376436781609195;Ok;12.672413793103448;14.080459770114942
191;33;8.206806282722512;Ok;7.774869109947644;8.638743455497382
171;21;5.833333333333334;Ok;5.526315789473684;6.140350877192983
180;26;6.861111111111111;Ok;6.5;7.222222222222222
170;41;11.455882352941178;Ok;10.852941176470589;12.058823529411764
220;51;11.011363636363637;Ok;10.431818181818182;11.590909090909092
192;37;9.153645833333332;Ok;8.671875;9.635416666666666
